,feature_1,feature_2,feature_3,feature_4,labels
0,28.998724886645547,-23.574602368166104,-4.606868628716406,2.9962776261381023,PRAD
1,2.066748135865118,7.483622104442063,4.567138469341023,-19.63632775722807,LUAD
2,27.59010644144172,-22.109297211462128,-4.106365530022059,1.218817495474148,PRAD
3,30.02435841297558,-22.23427623543238,-4.407217731597698,1.5551648967249778,PRAD
4,-2.3383504408037252,11.982392521817557,-9.170746317594608,5.501163645457589,BRCA
5,28.590762331525227,-23.663573325631216,-5.264605571729859,0.32136070196856026,PRAD
6,-28.752233142209665,-17.4592191005247,2.768607362781609,1.981178038841488,KIRC
7,29.269955903867274,-23.41283281445634,-2.8281349370948927,0.8144614704444295,PRAD
8,-0.6362666113474085,13.345097173357829,-10.017785407584,4.059347363331165,BRCA
9,29.883998976927906,-23.98277430437307,-3.9517536032011398,1.7231152781780228,PRAD
10,-2.470789075826593,15.00477354721273,-11.352804106494808,5.4294277472728405,BRCA
11,-33.34211821695339,-18.71884162086205,4.390418073445607,1.3879301685042431,KIRC
12,29.235532752451533,-23.881083354017342,-6.151830102931413,1.2729606141391296,PRAD
13,-1.9604564752410973,13.216843477937616,-9.945280042014884,5.599025279481412,BRCA
14,-1.9036302747496203,13.753338756634047,-11.181490078949142,5.942595464236773,BRCA
15,-2.1160883757659663,13.66290630333094,-10.255030897382158,4.412516298671582,BRCA
16,1.1565460184396792,7.374290982747922,5.8384744710566485,-20.974591068603694,LUAD
17,-31.067790793008907,-21.030591627580208,2.836441893220812,1.1206046164839623,KIRC
18,-31.607130589302432,-19.182735756743014,2.6311097634261946,1.526234780680698,KIRC
19,30.01468669037689,-24.416293025637465,-3.317102228367478,1.7413592324475,PRAD
20,-1.699199999982762,13.647551150150136,-9.250806854948127,4.503754428061379,BRCA
21,-29.568026308098478,-18.994181487495684,3.128021206450565,1.1497424373143494,KIRC
22,0.9342514491909079,7.66105084780895,5.177800750554997,-21.274889938601003,LUAD
23,-1.332126346355415,13.580446495973836,-10.317284235602393,4.765496290107852,BRCA
24,-31.73170200551047,-18.58532829305324,2.020933071167289,2.661372976678495,KIRC
25,-0.2759957711768748,7.561430697320773,5.202122554628602,-19.85456332301892,LUAD
26,11.029005314051263,11.630293165837442,32.88783739200353,12.940746343084532,COAD
27,-1.447903384235539,13.386919283431522,-10.595133260161981,4.708871811514533,BRCA
28,-2.1648558638216935,12.426061069670496,-10.185480817917659,4.606724215162605,BRCA
29,-1.6197884764285115,12.842053218519586,-9.158166489062713,5.384393452707063,BRCA
30,-0.857829331121894,12.703592639740574,-11.446734907209557,3.689807677042478,BRCA
31,-1.8951653485028688,14.610455361953218,-10.217808099662228,4.1847423130276,BRCA
32,-30.315434714248056,-17.53410694907683,3.0282853219491717,0.6089961982100687,KIRC
33,-2.1493564772458296,12.800650953449153,-10.256379912915042,3.8408537177200888,BRCA
34,29.68565553660323,-22.256328274834654,-6.516481430149797,0.31930102242950187,PRAD
35,-2.2442377350213567,12.609368903239439,-10.47457538571885,4.480093823009162,BRCA
36,-30.827553112835677,-18.865163310550695,3.0171138382523672,1.5579374747534396,KIRC
37,2.5295101346754683,6.543276826236817,5.351727631624795,-21.24969827171043,LUAD
38,-1.9800914021624278,13.183967724806605,-11.38172007255887,5.468915799280943,BRCA
39,-0.09331161786404207,11.732451578401413,-10.18546945199015,4.705166457523583,BRCA
40,-33.682030773044644,-18.89595047756331,3.3702220940545984,3.6307256057260378,KIRC
41,29.20039686608115,-22.054448723303178,-3.3342528332995203,1.7156345909523587,PRAD
42,28.593560511689876,-21.827444616319635,-3.474047452089052,-0.6034221498147175,PRAD
43,-31.40088882255455,-17.454757065677416,5.231567323632698,1.6938930542344584,KIRC
44,-33.88944562951351,-19.386290729469504,2.9517908011080185,2.2087950531617517,KIRC
45,-1.5725020660632156,14.681549358549155,-10.934949406303438,3.3977521321769224,BRCA
